"I just saw the movie, through Netflix. I was intrigued by the way the movie was described, but in the end, it was better. I was moved in many different directions while watching this movie. I was filled with hurt, hate, angry, bitterness,pain and finally relief. To look at the young man accused, would break your heart, and convince you that they had the wrong person. The smugness of the police, makes you cring, because just as the Rodney King Beating brought to light, the brutality of the police, this movie brings forth the total lack of moral fiber in these police. And the fact that they beat this boy, and got away with it, only infuriates you more.<br /><br />But, I have to tell you, I fell in love with the attorney, Mc Guinness. One of my favorite lines, when he was telling us what an a**hole on of the cops was... The cop told him, to go on, keep sucking on that cancer stick. Mc Guinness told the cop... 'I always have a cigarette before sex...' I was letting him know I was going to screw him""<br /><br />I have a new respect for some of the law in this country.",1,0
"This delightful movie tells the story of buds. And it's incredible. You'll laugh, and you'll smile, and you'll laugh. It's really all about the laughs. When Jon Bon Jovi is funny in a movie, it's a heck of a movie! 'nuff said. Now go watch it!",1,0
"Like Steven Seagal I also am a big Van Damme fan and have followed most of his movies since the start of his acting career.<br /><br />In this flick Van Damme assumes the role of Jack Robideaux whom is a cop that just moved to New Mexico from New Orleans to work as part of the Border Patrol. Haunted by memories of his past, it is up to Jack to put an end to a group of Ex-Navy Seals from smuggling illegal drugs into the U.S. that killed his daughter.<br /><br />Overall I found this film to be very good, Van Damme is in very good shape for 48 years old and can really move. The action scenes are very intense and the movie even throws a couple of plot twists in to keep you guessing. Unfortunately Van Damme does not have the same intensity as he did say 10 years ago, regardless The Shepherd: Border Control is the 3rd straight solid film that Van Damme has made possibly opening the door for a larger project.<br /><br />I definitely recommend this movie to a Van Damme fan or fan of action movies in general; The Shepherd: Border Control is a great movie, not as good as Until Death but better than the Hard Corps. Be sure to give this one a try, you will not be disappointed.",1,0
"All right, I'll grant you that some of the science in ""Doppelganger"" (or ""Journey To The Far Side Of The Sun"") is kind of dopey.The idea of an entire planet existing undetected (because we can't see it on the other side of our sun) doesn't hold up at all - any Astronomy 101 student knows that another planet the size of Earth would cause gravitational perturbances in the motions of other planets. That's how astronomers deduced the existence of Pluto, after all, and that's how they find comets and asteroids and moons on a regular basis.<br /><br />And the idea that a mirror image Earth somehow evolved in almost perfect parallel to our Earth, down to English speaking scientists and human counterparts for each human born on our Earth...that takes things out of 'hard science' fiction and into ""Twilight Zone"" territory. That's not necessarily a bad thing, but it requires a major suspension of critical thinking to accept and enjoy. <br /><br />But man, this movie knocked my socks off as an adolescent. I was still used to fairly cheerful, upbeat science fiction films when the hero won through in the end - even ""2001"" could be interpreted as having an 'upbeat' ending. <br /><br />But in this case: Thinnes attempted to dock with his orbiting mothership so he could return to his own Earth, only to be bounced back out of his docking berth (Something about 'the polarities not being reversed because his 'doppelganger' wasn't doing the same thing. Apparently Thinnes' 'doppelganger' had decided he was happy in his new home.) Thinnes' ship started the descent back to the CounterEarth launch site, and I was certain that he would somehow get the damaged craft to land safely and try again, armed with the new info that would let him and his backers succeed. He was The Hero after all, and the Hero always wins through in the end. <br /><br />Instead, Thinnes couldn't maintain control of the crippled craft, and the ship's subsequent crash into the launch site was so horrible and devastating that it killed everyone (except for the chief project leader) and destroyed all records of the project and Thinnes' existence. Thinnes never got to go home, and he perished uselessly, his secrets never revealed. <br /><br />Except for the Planet Of the Apes series, I had never seen such a sad and downbeat ending, and it always stuck in my mind - especially the ferocious devastation of the crash scene near the beginning of the move (you knew that spaceship was NEVER going to fly again!) and the one at the very end. <br /><br />I'd love to see this movie again, and see how well it held up over the years.",1,0
"i went to see this movie with a bunch of friends one night. I didn't really hear much about it. So I wasn't expecting anything. But after I saw it, I really liked it. Nicolas Cage and the rest of the cast were very good. But I do have to say Giovanni Ribisi's acting performace did need a little perking up. But such a small flaw, it could be overrided. <br /><br />Gone In 60 Seconds is about a retired car thief who must boost 60 rare and exotic cars in one night to save his brother's life. The movie is in no way predictable. So the ending should be a suprise. Think it's just another, fast car driving movie? Well you are partially right. There is much more to it. Everyone should take a look at this movie.",1,0
"It was ""The Night HE Came Home,"" warned the posters for John Carpenter's career-making horror classic. Set in a small American town, Halloween centerers around serial killer Michael Myers' attempts to track down his sister Laurie Strode, and in the process eliminates all her friends in rather brutal ways...leaving poor Laurie to fight against the seemingly indestructible Michael. This plot out-line inspired countless horror knock-offs throughout the 80s, 90s and continues to do so today, as well as a poorly received 2007 remake. The difference between them, and this, is, quite simply, that ""Halloween"" is the best.<br /><br />Made on a very modest, tight budget...Halloween changed the face of horror in 1978 and spawned the sub-genre of ""sexually promiscuous-teens getting stalked by a knife/axe/chainsaw/ wielding psycho"".",1,0
"At the end of the movie i still don't know whether i liked it or not. So was the case with most of the reviewers. But none the less i still feel that the movie is worth a 7 for the amount of efforts put in. <br /><br />long ago i read a quote: THERE ARE 2 KIND OF WRITERS, 1. THOSE WHO THINK AND WRITE. AND 2. THOSE WRITE AND MAKE THE READERS THINK. while here i feel that GUY Ritchie took this way too literally and left all the thinking for the audience.<br /><br />i felt that the movie was a mixed bag filled with some of THE DEVILS ADVOCATE and FIGHT CLUB....<br /><br />it is definitely a classic: something which no one understands but appreciates....<br /><br />what i don't understand: why stathom(Jake Green) had a blackout (thats how it all began), all the riddles and mysteries in the movie have been taken care of except this one.<br /><br />well if you are reading this review to find the solution as what this movie was all about: i'll post the very midnight it strikes me and if you are still deciding to watch this movie or not: then answer this first.... when you come across a puzzle labeled as 'no one has ever solved' would you like to try? <br /><br />i would",1,0
"A documentary filmmaker explores seemingly unrelated paranormal incidents connected by the legend of an ancient demon called the ""kagutaba.""<br /><br />From the looks of it, the film looks like one of those camcorder movies that have been popular these last few months, even one that's going to be released next week (PARANORMAL ACTIVITY)! However, unlike movies like CLOVERFIELD, REC, and BLAIR WITCH, where most of those movies are in complete chaos and mayhem with all of the shakiness, this one is basically shown in a traditional documentary style. It has TV excerpts and interviews and the scares are very subtle, well, excluding the last 20 minutes where we go into the chaos effect and where the fear factor is raised up tremendously.<br /><br />And it works. The film is very engrossing and it makes you think. Yes, you heard me right: It makes you think. You have to pay attention to those unrelated details given throughout the film and the payoff is great when, in course of the film, these things start to intertwine one another. The film is also very slow moving, which, in this case, is a good thing. We, as the audience, get to absorb the details shown on screen, however subtle or blatant they are.<br /><br />Above all, it's a frightening little film. I'm a person who is scared of ghosts and the paranormal more than killers who slashes away teenage victims so yes, the film gave me some nightmares. There are some images in here that are really disturbing to watch, including one closer in the end where it makes you go ""What am I looking at?!"" Well, it's better left unanswered. There are around ten reoccurring characters in here, all of which gave authentic performances in their roles.<br /><br />The only thing I don't like about the film is the ending because most questions are left unanswered. The question ""That's it?"" went though my mind. It left a bad taste in my mouth. However, the rest of the film is just engrossing and really frightening. Don't see this alone in the dark because you'll regret that choice. Also, I can see in a couple of years that Hollywood would remake this film. That will be interesting.",1,0
"This is another classic Seagal movie. He walks, no, cruises through the patriot just all the other Mega Seagal movies. Nothing even comes close to challenging Seagal in this movie except maybe the part where he has to find a cure for this so called 'plague' and he starts throwing things about the lab but it all works out, i mean lets face it, its Master Seagal, he's got to win. What about his outfit in the film, masterpiece, he must have picked it himself. Its great that everyone in the film is dying after being exposed to the virus but Seagal doesn't even get a cough. The incident at the end when he kills the fat guy with the broken glass, genius, i bet Seagal thought of that one as well. This film is class pure and simple. great plot, great characters, and Seagal.",1,0
"It surprises me that I actually got the courage to watch the bio flick or flicks ""Che: Parts 1 & 2"". Why? Because if my Cuban exile parents would ever found out I saw this movie about this despicable mass murderer of the Cuban revolution, I would be grounded for life. Hey wait? I am an adult, they can't ground me no mas. Director Steven Soderbergh, and newbie commie (sorry Steven, but I had to take Soder shots here) divides the movie in two partes on Commander Ernesto ""Che"" Guevara's revolutionary life. ""Che: Part 1"" presents how Che in the mid 1950's joined Fidel Castro's guerilla crew in their revolutionary quest to overthrow Cuban President Fulgencio Batista's regime; which as we all know was a revolutionary success for them, but a gargantuan guerilla disaster to many Cubans as it revolted into Communism. ""Che: Part 2"" presents Che trying to revolutionize the T-Shirt industry by pitching T-Shirts with his appalling bearbado face to T-Shirt manufacturers. OK, I am che-chatting a lot of crap towards your way! I meant to say the 'Che: Part 2"" focuses on Che in the late 60's trying to bring back the revolution, this time to a poverty-stricken Bolivia, but with far different results. In fact, Che ended up being dead meat enchelada when he was captured and killed by the Bolivian militia in 1967. Soderbergh does not include the in-between time of those two instances in Che's life when he commanded the despicable La Cabana Fortress Prison in Cuba, where he mass murdered many Cubans who opposed Communism. That is where I think Soderbergh executed a cinematic injustice by not showing the viewers how atrocious Guevara really was. I did decide to see ""Che"" in hopes that Soderbergh would not glamorize him, but instead present how disturbed he really was. Unfortunately, Soderbergh did not do the latter and sadly decided to present Guevara as a Revolutionary hero, which he was not. He was a sick man who thank God is now probably at the bottom of the devil barrel. Now, I do have to be an objectivistic reviewer and must admit that Benicio Del Toro's performance as Che was extremely commanding, and worthy of merit. And that Demian Bichir was a haunting dead-ringer as Fidel Castro in his meticulous performance. But the rest of the cast of ""Che"" was primarily comprised of mediocre performances of actors portraying Guerilla soldiers. And as much as I do admire Matt Damon, why did Sodebergh throw him in the revolutionary mix in a Spanish-speaking cameo performance portraying a Bolivian delegate? Soderbergh did not have to present this biopic which is mostly ""too much talk and not enough action"" in 4 hours and 30 minutes. We have had too much of Che already, even posthumously with those ridiculous t-shirts, so why give us too much more of him? But I guess when you have the Del Toro by the horns (as you did here Steven), I guess it is your saving grace for not totally executing ""Che: Parts 1 &2"". *** Average",1,0
"after seeing this film for the 3rd time now i think it is almost Adam's worst film PUNCH DRUNK LOVE IS POOR in comparison to this i must say at the end when Dickie gets thrown of the boat it is so funny (the hair is different to his and i like it when he flips everyone off. This film should only be brought if your a true Adam Sandler fan.<br /><br />the characters are poor in comparison to his funny films like the Waterboy, which has the same people in it (Peter Dante) who is one of the assassins trying to kill the Australian bird.<br /><br />this film lack depth and a decent story line and deserves to be in the bottom 100",1,0
